review_id,review_url,game_id,game_url
24e9d21c-a6b6-4c36-8424-fa0118c914c5,/articles/2003/12/05/007-everything-or-nothing,c76327ae-74fc-426b-8ae6-95893a0ba47c,/games/james-bond-007-everything-or-nothing-gba
74d8f5db-b833-416c-9750-e89d432952ea,/articles/2012/10/16/007-legends-review,4cfb51c3-83a2-4f72-990e-b520ad8c4448,/games/007-legends
ec9d4b84-0218-40a3-85d3-5ddbe2676abe,/articles/2013/01/14/007-legends-wii-u-review,4cfb51c3-83a2-4f72-990e-b520ad8c4448,/games/007-legends
b7aadb30-ed04-4c1e-a30c-305ffa83c910,/articles/2000/11/22/007-racing,69a4248a-2822-40fb-90b0-754fe52e85c4,/games/007-racing
5b730d82-4b6d-465d-9053-85e3fa8f273b,/articles/2010/01/14/007-top-agent-review,b86c7284-a674-402c-bb19-39bc128ad366,/games/007-top-agent
a406b615-64a0-4e46-92b9-795f3e8416fe,/articles/2010/01/05/0-day-attack-on-earth-review,182bd1bc-f460-410a-beb7-0bcd60a6a476,/games/0-day-attack-on-earth
b3d88d88-2eb6-4784-9639-8e140a06490a,/articles/2009/11/10/0d-beat-drop-review,396672a6-2195-47d2-998d-a61c4cfb4376,/games/0-d-beat-drop
daa63860-d74c-49d5-8ccb-0f5017fc18f2,/articles/2012/08/09/10000000-review,b5c197f4-5727-42c6-abb8-ed03ea1f5182,/games/10000000
18722f0b-a68c-4f1b-87b6-e4e790909d27,/articles/2001/04/12/100000-pyramid,7c3492ed-cd40-42b4-bc88-75c9def2c0f7,/games/the-100000-pyramid
063f9e68-22cd-4fb6-9aff-e196a3faecf7,/articles/2010/02/12/1000-find-em-all-review,d46c03e1-26b7-4afc-99a4-e609fb2c6149,/games/1000-find-em-all
e980dd58-1cb9-4a7d-9a1f-bed05f7cfc9b,/articles/2005/08/23/1000-words,0606d20d-ad11-4270-acd5-e003f2d3b3a8,/games/1000-words
0b31381c-dde7-4ae8-9998-893cc6aa815f,/articles/2011/10/14/1001-blockbusters-review,8d523760-5fda-44e4-a93b-5484dd3078d7,/games/1001-blockbusters
df9a302f-22fa-49a4-88a8-2f25f7bc5477,/articles/2010/05/06/1001-crystal-mazes-collection-review,119a30f8-5ace-438f-8117-c23a64625c9b,/games/1001-crystal-mazes-collection
108ee750-dda2-4caf-83a9-f7fec29d513d,/articles/2014/06/08/1001-spikes-review,0a511075-7c2d-4288-afd6-9b33d97652e8,/games/1001-spikes
1aa77eae-ad5d-48e7-96ac-5a4f89074ef1,/articles/2016/10/20/100ft-robot-golf-review,a51395be-a7f7-4b14-8fe6-b73976c5ba6a,/games/100ft-robot-golf
85a121dd-e849-45ad-97ac-2e1868aefd46,/articles/2011/10/14/101-in-1-explosive-megamix-review,33cbb0fc-e907-4412-ba07-174f97307374,/games/101-in-1-explosive-megamix
fbc7570a-59db-4b11-9bb5-c92c3d0a0ce4,/articles/2010/03/17/101-minigolf-world-review,46884b82-13a2-4079-a829-58002666ff92,/games/101-minigolf-world
6d4fca01-1615-49c6-816f-aecf6135f5ad,/articles/2010/07/10/101-shark-pets-review,39349e45-23f4-4b6f-8ec3-33dd1b17c43b,/games/101-shark-pets
3c341121-1dcc-4340-99ec-18121212294d,/articles/2000/12/06/102-dalmatians-puppies-to-the-rescue-2,0ce3494c-3b9d-4bdf-88fc-e8e152a63934,/games/102-dalmatians-puppies-to-the-rescue
ee4ee7ca-b9c3-4bc0-8bfe-1f7fd051d756,/articles/2000/12/14/102-dalmatians-puppies-to-the-rescue,0ce3494c-3b9d-4bdf-88fc-e8e152a63934,/games/102-dalmatians-puppies-to-the-rescue
b0b92eb0-8fdc-4679-a97b-f4cd6434b9ad,/articles/2000/12/12/102-dalmations-puppies-to-the-rescue,0ce3494c-3b9d-4bdf-88fc-e8e152a63934,/games/102-dalmatians-puppies-to-the-rescue
0b0cb086-6729-4719-bfea-6a87a82f6db4,/articles/2003/12/02/1080-avalanche-2,05e9f6c3-c4c6-4596-b772-9e664df1d31d,/games/1080-avalanche
0f84909e-0190-449d-aef5-85ed89432514,/articles/1998/04/03/1080a-snowboarding-review,1429dc87-eea0-496d-9565-18b80a93e8e0,/games/1080-snowboarding
2a5d2807-3525-45f1-9a06-641b04243142,/articles/2008/01/29/1080-snowboarding-review,1429dc87-eea0-496d-9565-18b80a93e8e0,/games/1080-snowboarding
598a1659-4baa-4241-a0f0-ddaa6e4a6f2b,/articles/1999/10/04/10-pin-bowling,78f47f2c-9f71-41f7-8915-b50341889838,/games/10-pin-bowling
4442e968-0a99-4f63-9261-de953a4eec0b,/articles/2000/07/01/10six,e2fd4444-c103-4c8d-814a-d09a163f7782,/games/10six
3567f17b-3ab6-4a67-af22-18078706921e,/articles/2008/12/13/1112-episode-01-iphone-review,a8a50411-a103-40f9-ae44-85822a9e99dc,/games/1112-episode-01
f257a931-8653-404c-af5e-c3f0dd7ef441,/articles/2017/03/02/1-2-switch-review,11246d13-7ad9-49bf-8a3c-9eeac184a3a8,/games/1-2-switch
2af8f773-d8e9-4ddc-a001-71f98d71ef66,/articles/13-sentinels-aegis-rim-review,c031c4d5-e827-4429-901a-8a2850b607da,/games/13-sentinels-aegis-rim
52e40fa3-1eb6-4212-a8eb-5b41e2f5f10d,/articles/2013/10/16/140-review,52592295-7943-466b-93f2-fc87b866ed7e,/games/140-game
e7bf568b-65a9-4016-8e7e-12f1bf8fd292,/articles/2003/04/09/1503-ad-review,a0f711a8-a61d-4971-a30f-71ff93080cc6,/games/1503-ad-the-new-world
821cc7a5-6a52-4ed2-ba05-54e86322dc20,/articles/2000/02/10/1602-ad-2,a0921125-2588-45a9-af64-2dfc647b2092,/games/1602-ad
2ed6460c-c42f-4a91-8d60-643650da8d73,/articles/2010/06/22/16-shot-shooting-watch-review,402714e5-cac7-4e40-b00b-2c6420c38fbe,/games/16-shot-shooting-watch
92cdab06-831f-4dec-adad-8f870fafa6ff,/articles/2008/08/14/1701-ad-gold-edition-review,fc65884b-28f8-4221-87d3-790566669227,/games/1701-ad
ab5bf362-f648-4593-b34c-e07f5e595592,/articles/2006/10/31/1701-ad-review,fc65884b-28f8-4221-87d3-790566669227,/games/1701-ad
fa7f7d58-dd51-4e96-ad6a-32fa0732e14c,/articles/2005/08/26/187-ride-or-die,839a6036-72bc-4140-bea3-db0f2f0b1cea,/games/187-ride-or-die
